"FINESS";"NATURE_PRINCIPALE";"ANNEE_RECEPTION";"NB_EIGS_EN_COURS";"NB_EIGS_CLOTURE";"NB_EIAS_EN_COURS";"NB_EIAS_CLOTURE";"NB_EI_EN_COURS";"NB_EI_CLOTURE"
"620025346";Prise en charge chirurgicale;"2022";0;1;0;0;0;0
"620025346";Suicide;"2022";0;1;0;0;0;0
"620025346";Tensions sur l'offre;"2023";0;0;0;0;0;1
"620025346";Tuberculose;"2023";0;0;0;0;0;0
"620025379";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"620025387";Autre prise en charge;"2023";1;0;0;0;0;0
"620026120";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620026138";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620026252";Fugue SDRE/SDJ/SDT;"2022";0;0;0;5;0;0
"620027136";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620027201";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620027664";Hépatite A;"2021";0;0;0;0;0;0
"620028712";Acte de prévention;"2022";0;0;0;1;0;0
"620030726";Autre prise en charge;"2022";0;1;0;1;0;0
"620031096";Autre prise en charge;"2021";0;0;0;1;0;0
"620032888";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"620034272";Saturnisme enfant;"2022";0;0;0;0;0;0
"620100099";Autre prise en charge;"2022";0;1;0;0;0;0
"620100099";Chute;"2023";1;0;0;0;0;0
"620100099";Infection associée aux soins (IAS) en ES;"2021";0;0;0;2;0;0
"620100099";Mésothéliome;"2023";0;0;0;0;0;0
"620100099";Prise en charge chirurgicale;"2023";1;0;0;0;0;0
"620100099";Prise en charge périnatale;"2021";0;1;0;0;0;0
"620100099";Tentative de suicide;"2023";1;0;0;0;0;0
"620100347";Sécurité des réseaux et cyberattaques;"2022";0;0;0;0;1;0
"620100354";Mouvements sociaux;"2021";0;0;0;0;0;1
"620100487";Infection associée aux soins (IAS) en ES;"2021";0;0;0;1;0;0
"620100735";Défaillances techniques;"2021";0;0;0;0;0;1
"620100735";Fausse route;"2021";1;0;0;0;0;0
"620100735";Infection associée aux soins (IAS) en ES;"2022";0;0;0;1;0;0
"620100735";Tensions sur l'offre;"2023";0;0;0;0;0;1
"620101139";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"620101162";Autre prise en charge;"2022";0;0;0;1;0;0
"620101162";Défaillances techniques;"2023";0;0;0;0;0;1
"620101311";Tuberculose;"2023";0;0;0;0;0;0
"620101378";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"620101378";Défaillances techniques;"2023";0;0;0;0;0;1
"620101501";Défaillances techniques;"2023";0;0;0;0;3;1
"620101501";Prise en charge chirurgicale;"2022";0;0;0;1;0;0
"620101501";Tuberculose;"2023";0;0;0;0;0;0
"620101857";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"620101881";Suicide;"2023";1;0;0;0;0;0
"620101956";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"620101980";Gale;"2023";0;0;0;0;0;0
"620102400";Défaillances techniques;"2023";0;0;0;0;1;0
"620102954";Infection associée aux soins (IAS) en ES;"2023";0;0;0;4;0;0
"620104737";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"620104752";Sécurité des réseaux et cyberattaques;"2022";0;0;0;0;0;1
"620104810";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620104810";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"620105148";Sinistres;"2023";0;0;0;0;1;0
"620105254";Autre prise en charge;"2022";0;1;0;0;0;0
"620105254";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620105254";Sinistres;"2022";0;0;0;0;0;1
"620105288";Chute;"2023";0;1;0;0;0;0
"620105288";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;1;0;0
"620105288";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"620105312";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620105973";Infection associée aux soins (IAS) en ES;"2022";0;0;0;1;0;0
"620106112";Evénements/incidents dans une structure autres;"2022";0;0;0;0;1;0
"620106195";Présence de Légionelles;"2021";0;0;0;0;0;0
"620106203";Infection associée aux soins (IAS) en ES;"2023";0;0;0;4;0;0
"620106534";Défaillances techniques;"2023";0;0;0;0;0;1
"620107425";Mouvements sociaux;"2022";0;0;0;0;1;0
"620111567";Défaillances techniques;"2021";0;0;0;0;0;1
"620112425";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620112524";Dispositif médical;"2021";0;1;0;0;0;0
"620113811";Infection associée aux soins (IAS) en ES;"2022";0;0;0;1;0;0
"620114561";Fugue SDRE/SDJ/SDT;"2022";0;0;0;1;0;0
"620114728";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620115345";Maladie autres;"2021";0;0;0;0;0;0
"620116079";Autre prise en charge;"2021";0;0;0;1;0;0
"620116376";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"620117226";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620117465";Sinistres;"2022";0;0;0;0;0;1
"620117598";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"620117598";Gale;"2021";0;0;0;0;0;0
"620117606";Infection associée aux soins (IAS) en ES;"2023";0;0;0;3;0;0
"620117747";Fausse route;"2023";0;1;0;0;0;0
"620117978";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"620118208";Défaillances techniques;"2023";0;0;0;0;1;1
"620118208";Gale;"2023";0;0;0;0;0;0
"620118208";Sécurité des établissements et des organismes;"2023";0;0;0;0;1;0
"620118257";Maladie autres;"2022";0;0;0;0;0;0
"620118281";Canicule;"2022";0;0;0;0;0;0
"620118513";Infection associée aux soins (IAS) en ES;"2023";0;0;0;3;0;0
"620118570";Gale;"2022";0;0;0;0;0;0
"620119297";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620119321";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"620119339";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630000404";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630000404";Autre prise en charge;"2023";0;1;0;1;0;0
"630000404";Autre situation exceptionnelle;"2021";0;0;0;0;0;0
"630000404";Autres signaux;"2022";0;0;0;0;0;0
"630000404";Chute;"2022";0;1;0;0;0;0
"630000404";Dengue;"2021";0;0;0;0;0;0
"630000404";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"630000404";Défaillances techniques;"2022";0;0;0;0;0;1
"630000404";Encéphalite à tiques;"2021";0;0;0;0;0;0
"630000404";Hépatite B;"2022";0;0;0;0;0;0
"630000404";Infection Invasive à Méningocoque (IIM);"2023";0;0;0;0;0;0
"630000404";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"630000404";Intoxication au CO;"2023";0;0;0;0;0;0
"630000404";Listériose;"2023";0;0;0;0;0;0
"630000404";Légionellose;"2023";0;0;0;0;0;0
"630000404";Mésothéliome;"2021";0;0;0;0;0;0
"630000404";Orthopoxviroses dont variole;"2022";0;0;0;0;0;0
"630000404";Pharmacovigilance;"2022";0;0;0;0;0;0
"630000404";Prise en charge chirurgicale;"2023";1;3;0;0;0;0
"630000404";Prise en charge en urgence;"2023";1;1;0;0;0;0
"630000404";Prise en charge médicamenteuse;"2023";0;1;0;2;0;0
"630000404";RAPASAN (MT ou BMR);"2023";0;0;0;0;0;0
"630000404";Suicide;"2023";1;1;0;0;0;0
"630000404";Suspicion Creutzfeldt Jacob et autres encéphalopathies subaiguës spongiformes transmissibles humaines;"2022";0;0;0;0;0;0
"630000404";Tensions sur l'offre;"2022";0;0;0;0;0;6
"630000404";Tentative de suicide;"2022";0;1;0;0;0;0
"630000404";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"630000404";Tuberculose;"2023";0;0;0;0;0;0
"630000404";Vols et falsifications d'ordonnances et de cartes professionnelles;"2023";0;0;0;0;2;2
"630000412";Condition d'exercice et de réglementation;"2022";0;0;0;0;1;1
"630000412";Défaillances techniques;"2022";0;0;0;0;0;1
"630000412";Légionellose;"2021";0;0;0;0;0;0
"630000412";Sécurité des réseaux et cyberattaques;"2022";0;0;0;0;0;1
"630000412";Tensions sur l'offre;"2023";0;0;0;0;1;0
"630000420";Fièvre typhoïde et fièvre paratyphoïde;"2022";0;0;0;0;0;0
"630000420";Légionellose;"2022";0;0;0;0;0;0
"630000420";Matériovigilance;"2022";0;0;0;0;0;0
"630000420";Prise en charge périnatale;"2021";0;1;0;0;0;0
"630000420";RAPASAN (MT ou BMR);"2022";0;0;0;0;0;0
"630000420";Radiovigilance;"2022";0;0;0;0;0;0
"630000420";Salmonellose isolée;"2023";0;0;0;0;0;0
"630000420";Suicide;"2023";1;0;0;0;0;0
"630000420";Tuberculose;"2023";0;0;0;0;0;0
"630000438";Défaillances techniques;"2022";0;0;0;0;0;1
"630000438";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630000438";Matériovigilance;"2021";0;0;0;0;0;0
"630000438";Parcours/Coopération interprofessionnelle;"2023";0;0;1;0;0;0
"630000438";Prise en charge en urgence;"2023";1;2;0;0;0;0
"630000438";Prise en charge médicamenteuse;"2021";0;0;0;1;0;0
"630000438";RAPASAN (MT ou BMR);"2023";0;0;0;0;0;0
"630000438";Suspicion Creutzfeldt Jacob et autres encéphalopathies subaiguës spongiformes transmissibles humaines;"2023";0;0;0;0;0;0
"630000446";Chute;"2023";2;0;0;0;0;0
"630000446";Escherichia coli producteur de shigatoxine (Stec);"2022";0;0;0;0;0;0
"630000446";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"630000446";Maltraitance;"2023";0;0;0;0;0;1
"630000446";Suicide;"2023";1;0;0;0;0;0
"630000446";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"630000446";Vols et fraudes sur des produits de santé;"2022";0;0;0;0;0;1
"630000479";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"630000479";Mésothéliome;"2023";0;0;0;0;0;0
"630000479";Prise en charge chirurgicale;"2023";1;1;0;0;0;0
"630000479";Prise en charge des cancers;"2022";0;1;0;0;0;0
"630000479";Radiovigilance;"2023";0;0;0;0;0;0
"630000479";Vols et fraudes sur des produits de santé;"2022";0;0;0;0;0;1
"630000487";Chute;"2023";1;0;0;0;0;0
"630000560";Autre prise en charge;"2021";0;0;0;1;0;0
"630000560";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;1
"630002111";IRA - Infection Respiratoire Aigue_V1;"2022";0;0;0;0;0;0
"630004182";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;0;1
"630004349";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;0
"630004588";Air extérieur;"2022";0;0;0;0;0;0
"630005569";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;1;0;0
"630006229";Air intérieur;"2022";0;0;0;0;0;0
"630006229";Autre prise en charge;"2023";0;0;1;0;0;0
"630006229";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;2
"630006229";Maltraitance;"2023";0;0;0;0;0;1
"630006229";Prise en charge médicamenteuse;"2023";0;0;1;1;0;0
"630007029";Acte(s) de violence autres;"2023";0;0;0;0;1;5
"630007029";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"630007029";Fausse route;"2023";1;0;0;0;0;0
"630007029";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"630007029";Tensions sur l'offre;"2022";0;0;0;0;0;2
"630007359";Mouvements sociaux;"2022";0;0;0;0;0;3
"630007458";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"630007458";Prise en charge médicamenteuse;"2023";0;0;2;1;0;0
"630007607";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"630007771";Vols et falsifications d'ordonnances et de cartes professionnelles;"2022";0;0;0;0;0;1
"630008118";Infection associée aux soins (IAS) en ES;"2022";0;0;0;1;0;0
"630008118";Sécurité des réseaux et cyberattaques;"2022";0;0;0;0;0;1
"630008159";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"630008159";Maltraitance;"2023";0;0;0;0;0;1
"630008159";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"630008449";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;1;0
"630009165";Hors champ de compétence de l’ARS;"2022";0;0;0;0;0;0
"630009223";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;0;1
"630009223";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;2
"630009322";Tensions sur l'offre;"2022";0;0;0;0;0;1
"630009355";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"630009405";Autre prise en charge;"2021";0;0;0;1;0;0
"630009678";Autre prise en charge;"2022";0;0;1;0;0;0
"630009686";Acte(s) de violence autres;"2023";0;0;0;0;2;0
"630009686";Chute;"2022";0;1;0;0;0;0
"630009686";Maltraitance;"2022";0;0;0;0;0;1
"630009751";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630009751";Défaillances techniques;"2023";0;0;0;0;1;0
"630009751";Tensions sur l'offre;"2021";0;0;0;0;0;1
"630009967";Maltraitance;"2023";0;0;0;0;1;0
"630010031";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630010031";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630010122";Mise en danger par dérive sectaire et radicalisation;"2023";0;0;0;0;0;1
"630010510";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"630010510";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;0;1
"630010676";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630010783";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630010783";Chute;"2022";0;0;0;1;0;0
"630010791";Grippe(s);"2023";0;0;0;0;0;0
"630010866";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"630011401";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"630011476";Hépatite A;"2022";0;0;0;0;0;0
"630011476";Légionellose;"2022";0;0;0;0;0;0
"630011484";Légionellose;"2021";0;0;0;0;0;0
"630011500";Hépatite A;"2023";0;0;0;0;0;0
"630011500";Listériose;"2022";0;0;0;0;0;0
"630011682";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"630011682";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;1
"630011682";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"630011682";Maltraitance;"2022";0;0;0;0;0;2
"630011682";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;0
"630011690";Maltraitance;"2023";0;0;0;0;1;1
"630011716";Chute;"2023";0;0;1;0;0;0
"630011716";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"630011716";Tensions sur l'offre;"2022";0;0;0;0;0;1
"630012060";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"630012060";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;0;1
"630012094";Tensions sur l'offre;"2022";0;0;0;0;0;2
"630013605";Sécurité des réseaux et cyberattaques;"2021";0;0;0;0;0;1
"630014066";Maltraitance;"2023";0;0;0;0;1;0
"630014090";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"630014488";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"630014488";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"630014546";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"630015972";Maltraitance;"2023";0;0;0;0;1;0
"630016020";Maltraitance;"2023";0;0;0;0;1;0
"630180040";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630780179";Suicide;"2023";1;0;0;0;0;0
"630780195";Condition d'exercice et de réglementation;"2021";0;0;0;0;0;1
"630780195";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"630780195";Défaillances techniques;"2023";0;0;0;0;0;1
"630780195";Fugue SDRE/SDJ/SDT;"2022";0;0;1;5;0;0
"630780195";Tentative de suicide;"2023";0;0;1;0;0;0
"630780211";Prise en charge chirurgicale;"2023";2;2;0;0;0;0
"630780211";Prise en charge médicamenteuse;"2021";0;1;0;0;0;0
"630780211";Tensions sur l'offre;"2023";0;0;0;0;1;0
"630780278";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"630780369";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;2
"630780377";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630780476";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630780476";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;2
"630780476";Sinistres;"2023";0;0;0;0;1;0
"630780476";Tensions sur l'offre;"2021";0;0;0;0;0;1
"630780559";Acte(s) de violence autres;"2022";0;0;0;0;0;0
"630780930";Hors champ de compétence de l’ARS;"2021";0;0;0;0;0;0
"630780955";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"630780955";Hors champ de compétence de l’ARS;"2021";0;0;0;0;0;0
"630781037";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"630781037";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;1;0
"630781037";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;0
"630781037";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"630781037";Tensions sur l'offre;"2023";0;0;0;0;1;0
"630781086";Acte(s) de violence autres;"2023";0;0;0;0;0;2
"630781086";Maltraitance;"2022";0;0;0;0;1;0
"630781102";Hors champ de compétence de l’ARS;"2021";0;0;0;0;0;0
"630781151";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"630781151";Chute;"2023";0;0;2;0;0;0
"630781151";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;0
"630781151";Suicide;"2023";1;0;0;0;0;0
"630781169";Hors champ de compétence de l’ARS;"2023";0;0;0;0;0;0
"630781227";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630781227";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"630781227";Suicide;"2023";1;0;0;0;0;0
"630781227";Tensions sur l'offre;"2023";0;0;0;0;1;2
"630781268";Infection Invasive à Méningocoque (IIM);"2023";0;0;0;0;0;0
"630781268";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"630781268";Légionellose;"2021";0;0;0;0;0;0
"630781268";Prise en charge en urgence;"2022";0;1;0;0;0;0
"630781268";Prise en charge médicamenteuse;"2022";0;1;0;0;0;0
"630781268";Radiovigilance;"2023";0;0;0;0;0;0
"630781268";Suspicion Creutzfeldt Jacob et autres encéphalopathies subaiguës spongiformes transmissibles humaines;"2021";0;0;0;0;0;0
"630781268";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"630781268";Tuberculose;"2022";0;0;0;0;0;0
"630781268";Vols et falsifications d'ordonnances et de cartes professionnelles;"2021";0;0;0;0;0;1
"630781375";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630781417";Dispositif médical;"2022";0;0;0;1;0;0
"630781417";Tentative de suicide;"2023";1;0;0;0;0;0
"630781441";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630781458";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630781458";Tensions sur l'offre;"2022";0;0;0;0;0;1
"630781474";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"630781474";Chute;"2022";0;0;0;1;0;0
"630781474";Prise en charge diagnostique;"2023";1;0;0;0;0;0
"630781474";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;1
"630781474";Vols et fraudes sur des produits de santé;"2022";0;0;0;0;0;1
"630781490";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"630781508";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630781508";Présence de Légionelles;"2022";0;0;0;0;0;0
"630781508";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"630781508";Tentative de suicide;"2022";0;0;0;1;0;0
"630781516";Maltraitance;"2022";0;0;0;0;0;2
"630781516";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;0;1
"630781524";Chute;"2023";1;0;0;1;0;0
"630781532";Autre prise en charge;"2023";0;0;1;0;0;0
"630781532";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630781557";Défaillances techniques;"2022";0;0;0;0;0;1
"630781557";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;1;0
"630781565";Condition d'exercice et de réglementation;"2023";0;0;0;0;0;1
"630781565";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630781573";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;1;0;0
"630781573";Sécurité des établissements et des organismes;"2023";0;0;0;0;0;1
"630781581";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630781615";Défaillances techniques;"2022";0;0;0;0;0;1
"630781615";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;0
"630781615";Tensions sur l'offre;"2021";0;0;0;0;0;1
"630781631";Expositions environnementales autres;"2022";0;0;0;0;0;0
"630781649";Acte(s) de violence autres;"2023";0;0;0;0;1;1
"630781649";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;2
"630781649";Vols et fraudes sur des produits de santé;"2022";0;0;0;0;0;1
"630781706";Maltraitance;"2023";0;0;0;0;1;0
"630781805";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"630781821";Autres signaux;"2021";0;0;0;0;0;0
"630781821";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;1
"630781821";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"630781821";Tensions sur l'offre;"2022";0;0;0;0;0;1
"630781821";Tentative de suicide;"2022";0;0;0;1;0;0
"630781839";Mouvements sociaux;"2022";0;0;0;0;0;1
"630781839";Prise en charge périnatale;"2022";0;0;0;0;0;0
"630781839";Tensions sur l'offre;"2022";0;0;0;0;0;2
"630781839";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"630781839";Tuberculose;"2023";0;0;0;0;0;0
"630783348";Chute;"2022";0;1;0;0;0;0
"630783348";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630783355";Autre prise en charge;"2022";0;0;0;1;0;0
"630783355";Tensions sur l'offre;"2021";0;0;0;0;0;1
"630783504";Maltraitance;"2022";0;0;0;0;0;1
"630783538";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630783538";Tuberculose;"2022";0;0;0;0;0;0
"630784510";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"630784510";Maltraitance;"2022";0;0;0;0;0;1
"630784528";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630784528";Prise en charge médicamenteuse;"2023";1;0;0;0;0;0
"630784551";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630784650";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"630784650";Tensions sur l'offre;"2023";0;0;0;0;1;0
"630784650";Tentative de suicide;"2023";0;0;1;0;0;0
"630784650";Toxi-Infection Alimentaire Collective (TIAC);"2021";0;0;0;0;0;0
"630784676";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630784775";Prise en charge en urgence;"2023";1;0;0;0;0;0
"630784775";Prise en charge médicamenteuse;"2021";0;0;0;1;0;0
"630784783";Acte(s) de violence autres;"2021";0;0;0;0;1;1
"630784833";Maltraitance;"2022";0;0;0;0;1;0
"630784833";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;1;0
"630784833";Sécurité des établissements et des organismes;"2023";0;0;0;0;1;0
"630784833";Tensions sur l'offre;"2023";0;0;0;0;1;0
"630784841";Tensions sur l'offre;"2021";0;0;0;0;0;1
"630785269";Grippe(s);"2023";0;0;0;0;0;0
"630785657";Acte(s) de violence autres;"2023";0;0;0;0;0;2
"630785657";Autres signaux;"2022";0;0;0;0;0;0
"630785657";Condition d'exercice et de réglementation;"2023";0;0;0;0;1;0
"630785657";Expositions environnementales autres;"2022";0;0;0;0;0;0
"630785830";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630785962";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"630786622";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"630786622";Maltraitance;"2023";0;0;0;0;1;0
"630786697";Hors champ de compétence de l’ARS;"2022";0;0;0;0;0;0
"630786739";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630786846";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;1
"630786853";Tuberculose;"2023";0;0;0;0;0;0
"630787018";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"630787018";Chute;"2022";0;0;0;1;0;0
"630787018";Sécurité des établissements et des organismes;"2022";0;0;0;0;0;1
"630787513";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"630787604";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"630788024";Défaillances techniques;"2022";0;0;0;0;0;1
"630788024";Fausse route;"2023";0;0;1;0;0;0
"630788024";Maltraitance;"2022";0;0;0;0;0;1
"630788024";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"630788073";Sinistres;"2022";0;0;0;0;1;0
"630788081";Prise en charge médicamenteuse;"2022";0;0;0;2;0;0
"630788180";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"630788198";Autres signaux;"2023";0;0;0;0;0;0
"630788206";Acte(s) de violence autres;"2022";0;0;0;0;0;3
"630788206";Chute;"2022";0;0;0;1;0;0
"630788206";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"630788206";Maltraitance;"2023";0;0;0;0;1;0
"630788206";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"630788214";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"630788214";Vols et fraudes sur des produits de santé;"2022";0;0;0;0;0;1
"630790038";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"630790178";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"630790277";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"630790277";Grippe(s);"2023";0;0;0;0;0;0
"630790277";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"630790277";Prise en charge médicamenteuse;"2022";0;0;0;2;0;0
"630790277";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;1
"630790277";Tentative de suicide;"2022";0;0;0;1;0;0
"630790301";Condition d'exercice et de réglementation;"2022";0;0;0;0;0;1
"630790301";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"630790301";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;0;1
"630790459";Prise en charge médicamenteuse;"2023";0;0;1;1;0;0
"630790467";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"630790467";Chute;"2022";0;0;0;1;0;0
"630790467";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;0;1;0;0
"630790715";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"630790715";IRA - Infection Respiratoire Aigue_V1;"2022";0;0;0;0;0;0
"630790715";Parcours/Coopération interprofessionnelle;"2021";0;0;0;1;0;0
"630790715";Prise en charge médicamenteuse;"2021";0;0;0;1;0;0
